Angle,Depth,Height,LowerDepth,UpperDepth,LowerHeight,UpperHeight
0.51,12.106296718525272,6.7717625836909106,2.993364714207201,21.21922872284334,1.6743646419958385,11.86916052538598
0.52,11.882551591335037,6.803495487194665,2.9544506634619716,20.8106525192081,1.6916056792600427,11.915385295129287
0.53,11.69530761466741,6.852479699006077,2.9392604405795963,20.45135478875522,1.7221626965932622,11.982796701418891
0.54,11.53420971234868,6.9139469813503,2.916415097234787,20.152004327462574,1.7481856027208444,12.079708359979755
0.55,11.296300192168527,6.925820538686293,2.882459536958078,19.710140847378977,1.7672509692011034,12.084390108171483
0.56,11.113504036306482,6.967606188368633,2.8468632871316806,19.38014478548128,1.7848396142258032,12.150372762511463
0.5700000000000001,10.913537467681637,6.9952343047053365,2.8277273694420546,18.99934756592122,1.8124843166252707,12.177984292785402
0.58,10.737654997785148,7.034972768235152,2.7842368835439633,18.69107311202633,1.8241441599760744,12.245801376494226
0.59,10.532732314347658,7.052250385458162,2.7712819881241844,18.29418264057113,1.8555275009068224,12.248973270009502
0.6,10.412625134883825,7.123660126237904,2.7640556498182036,18.061194619949447,1.8909922103454482,12.35632804213036
0.61,10.225624530945522,7.146881863244224,2.7365257843876996,17.714723277503346,1.912609487816996,12.381154238671455
0.62,10.063627861095071,7.184514569702637,2.7127071678825225,17.414548554307622,1.9366260795804127,12.432403059824862
0.63,9.867687692652465,7.194676440262746,2.671191198577509,17.06418418672742,1.9476048475017,12.441748033023789
0.64,9.705491635323478,7.226163838697337,2.64826289193023,16.762720378716725,1.9717477758036772,12.480579901590994
0.65,9.550994274538697,7.260707863604872,2.6301718368986102,16.471816712178786,1.9994682008878255,12.521947526321918
0.66,9.393620957317706,7.29043537436547,2.604017521252334,16.183224393383078,2.0209907913749157,12.559879957356024
0.67,9.23547745284002,7.316845567621193,2.5536529689739838,15.917301936706053,2.0231422254768465,12.610548909765539
0.68,9.092515043781752,7.352765718809014,2.547744763891902,15.637285323671604,2.060262784281096,12.645268653336935
0.6900000000000001,8.94232734777553,7.380425625253746,2.5050338527552705,15.37962084279579,2.0674948836000953,12.693356366907397
0.7000000000000001,8.783779554372387,7.398475455197029,2.478405949496794,15.089153159247982,2.0875325333317156,12.709418377062343
0.71,8.619501304363352,7.408708450975111,2.4553615643299755,14.78364104439673,2.1104536480135234,12.7069632539367
0.72,8.500317057601693,7.455355229980945,2.4145994446240957,14.586034670579291,2.117767663935396,12.792942796026495
0.73,8.334003667259255,7.45824597062921,2.3972507422031692,14.270756592315342,2.145341711195155,12.771150230063265
0.74,8.207169647839702,7.493880703248961,2.358065145666401,14.056274150013005,2.1531246032869302,12.834636803210993
0.75,8.067425430124102,7.5155849715663985,2.338472377308961,13.796378482939243,2.178512588378027,12.85265735475477
0.76,7.925843750510688,7.533129769230036,2.2750910974893785,13.576596403531997,2.162363656626864,12.903895881833208
0.77,7.764194210269174,7.5286932178399875,2.305195384211506,13.223193036326844,2.2352749538329144,12.822111481847063
0.78,7.764194210269174,7.680818697059323,2.305195384211505,13.223193036326842,2.2804411285859296,13.081196265532714
